#,Region,Company,Product,Date of Approval,Status,Action
,,,Commercial LPG (No. of,,,
804,Central Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
805,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
806,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
807,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
808,Eastern Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
809,Eastern Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
810,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
811,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
812,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
813,Eastern Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
814,Eastern Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
815,Eastern Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
816,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
817,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
818,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
819,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
820,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
821,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
822,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
823,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
824,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
825,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
826,Western Region,Indian Oil Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
827,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
828,Central Region,Indian Oil Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
829,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/08/2020,Approved,View & Print
830,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/08/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
831,Western Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
#,Region,Company,Product,Date of Approval,Status,Action
,,,Non-Subsidized LPG,,,
832,Western Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
833,Western Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
834,Central Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
835,Central Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
836,Central Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
837,Eastern Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
838,Eastern Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
839,Eastern Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
840,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),05/08/2020,Approved,View & Print
841,Eastern Region,Indian Oil Corporation Limited,MS (in KL),05/08/2020,Approved,View & Print
842,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),05/08/2020,Approved,View & Print
843,Eastern Region,Indian Oil Corporation Limited,MS (in KL),05/08/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
844,Western Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
845,Western Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
846,Western Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
847,Central Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
848,Central Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
849,Central Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
850,Eastern Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
851,Eastern Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
852,Eastern Region,Indian Oil Corporation Limited,,05/08/2020,Approved,View & Print
,,,Cylinder),,,
853,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),05/08/2020,Approved,View & Print
854,Eastern Region,Indian Oil Corporation Limited,MS (in KL),05/08/2020,Approved,View & Print
855,Western Region,Indian Oil Corporation Limited,SKO (in KL),05/08/2020,Approved,View & Print
856,Central Region,Indian Oil Corporation Limited,SKO (in KL),05/08/2020,Approved,View & Print
857,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),05/08/2020,Approved,View & Print
858,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
859,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
860,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
861,Western Region,Indian Oil Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
862,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
863,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
864,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
865,Central Region,Indian Oil Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
866,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
867,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
868,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
869,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
870,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/08/2020,Approved,View & Print
871,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/08/2020,Approved,View & Print
872,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
873,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
874,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
875,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
876,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
877,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
878,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
879,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
880,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
881,Western Region,Indian Oil Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
882,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
883,Central Region,Indian Oil Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
884,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/07/2020,Approved,View & Print
885,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/07/2020,Approved,View & Print
886,Central Region,Indian Oil Corporation Limited,SKO (in KL),02/07/2020,Approved,View & Print
887,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),02/07/2020,Approved,View & Print
888,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
889,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
890,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
891,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
892,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
893,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
894,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
895,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
896,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
897,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
898,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
899,Western Region,Indian Oil Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
#,Region,Company,Product,Date of Approval,Status,Action
900,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/07/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
901,Western Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
902,Western Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
903,Western Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,Cylinder),,,
904,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
905,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
906,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
907,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
908,Eastern Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
909,Eastern Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Non-Subsidized LPG,,,
910,Eastern Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
911,Eastern Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,Cylinder),,,
912,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/07/2020,Approved,View & Print
913,Central Region,Indian Oil Corporation Limited,MS (in KL),01/07/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
914,Central Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
915,Central Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
916,Central Region,Indian Oil Corporation Limited,,01/07/2020,Approved,View & Print
,,,Cylinder),,,
917,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/07/2020,Approved,View & Print
918,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
919,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
920,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
921,Western Region,Indian Oil Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
922,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
923,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
924,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
925,Central Region,Indian Oil Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
926,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
927,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
928,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
929,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
930,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/06/2020,Approved,View & Print
931,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/06/2020,Approved,View & Print
932,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
933,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
934,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
935,Western Region,Indian Oil Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
936,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
937,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
938,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/06/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
939,Western Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
940,Western Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
941,Western Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,Cylinder),,,
942,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
943,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
944,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
945,Central Region,Indian Oil Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
946,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/06/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
947,Central Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
948,Central Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
949,Central Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,Cylinder),,,
950,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
951,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
952,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/06/2020,Approved,View & Print
953,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/06/2020,Approved,View & Print
954,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/06/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
955,Eastern Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
956,Eastern Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
957,Eastern Region,Indian Oil Corporation Limited,,01/06/2020,Approved,View & Print
,,,Cylinder),,,
958,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),17/05/2020,Approved,View & Print
959,Eastern Region,Indian Oil Corporation Limited,MS (in KL),17/05/2020,Approved,View & Print
960,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
961,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
962,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
963,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
964,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
965,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
#,Region,Company,Product,Date of Approval,Status,Action
966,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
967,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
968,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
969,Western Region,Indian Oil Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
970,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
971,Central Region,Indian Oil Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
972,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/05/2020,Approved,View & Print
973,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/05/2020,Approved,View & Print
974,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
975,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
976,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
977,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
978,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
979,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
980,Western Region,Indian Oil Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
981,Western Region,Indian Oil Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
982,Central Region,Indian Oil Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
983,Central Region,Indian Oil Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
984,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
985,Eastern Region,Indian Oil Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
986,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),06/05/2020,Approved,View & Print
987,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),06/05/2020,Approved,View & Print
988,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
989,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
990,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
991,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
992,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
993,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
994,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
995,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
996,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
997,Western Region,Indian Oil Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
998,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
999,Western Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
1000,Western Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
1001,Western Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,Cylinder),,,
1002,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
1003,Central Region,Indian Oil Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
1004,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
1005,Central Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
1006,Central Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
1007,Central Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,Cylinder),,,
1008,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/05/2020,Approved,View & Print
1009,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/05/2020,Approved,View & Print
1010,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/05/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
1011,Eastern Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
1012,Eastern Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
1013,Eastern Region,Indian Oil Corporation Limited,,01/05/2020,Approved,View & Print
,,,Cylinder),,,
1014,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1015,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1016,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1017,Western Region,Indian Oil Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1018,Western Region,Indian Oil Corporation Limited,SKO (in KL),16/04/2020,Approved,View & Print
1019,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1020,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1021,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1022,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1023,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1024,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1025,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1026,Central Region,Indian Oil Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1027,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/04/2020,Approved,View & Print
1028,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/04/2020,Approved,View & Print
1029,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1030,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
1031,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1032,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
1033,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1034,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
1035,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1036,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
1037,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1038,Western Region,Indian Oil Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
#,Region,Company,Product,Date of Approval,Status,Action
1039,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/04/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
1040,Western Region,Indian Oil Corporation Limited,,01/04/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
1041,Western Region,Indian Oil Corporation Limited,,01/04/2020,Approved,View & Print
,,,(No. of Cylinder),,,
1042,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1043,Central Region,Indian Oil Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
1044,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/04/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
1045,Central Region,Indian Oil Corporation Limited,,01/04/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
1046,Central Region,Indian Oil Corporation Limited,,01/04/2020,Approved,View & Print
,,,(No. of Cylinder),,,
1047,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/04/2020,Approved,View & Print
1048,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/04/2020,Approved,View & Print
1049,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/04/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
1050,Eastern Region,Indian Oil Corporation Limited,,01/04/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
1051,Eastern Region,Indian Oil Corporation Limited,,01/04/2020,Approved,View & Print
,,,(No. of Cylinder),,,
1052,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1053,Western Region,Indian Oil Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1054,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1055,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1056,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1057,Western Region,Indian Oil Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1058,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1059,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1060,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1061,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1062,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1063,Central Region,Indian Oil Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1064,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1065,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
1066,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1067,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/03/2020,Approved,View & Print
1068,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/03/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
